deenpx,expend
anrttu,truant
aablms,balsam
aciils,silica
aalnrt,"antral,tarnal"
eflmsy,myself
aipprr,riprap
aciilt,italic
cgnoos,congos
adegnu,"augend,unaged"
eikrst,"kiters,strike"
deiirs,"irides,irised"
celmsu,muscle
adegnp,panged
aggilo,loggia
ghirst,"girths,rights"
aacemr,camera
aeorvw,"avower,reavow"
bginuy,buying
abenru,"unbear,urbane"
ceinno,connie
aimopt,optima
hnopty,"python,typhon"
acilru,"curial,uracil"
abenrz,brazen
abenry,nearby
acmorr,carrom
acmors,"caroms,macros"
aehsss,sashes
eefszz,fezzes
eehnpw,nephew
aesttu,"astute,statue"
abddei,"abided,baddie"
illoop,polloi
eiklsv,kevils
abgort,bogart
eiklst,likest
eefhor,hereof
nooprt,"pronto,proton"
ceefnn,fennec
cdersu,"crudes,cursed"
impsux,mixups
aemrrs,"armers,rearms"
hiirss,rishis
aceenr,"careen,recane"
aceens,"encase,seance,seneca"
almost,almost
knrstu,trunks
aceinn,"ancien,canine,cannie,encina"
aceino,aeonic
addrsy,dryads
abeqsu,basque
ceerst,"certes,erects,secret"
ceersu,"cereus,recuse,rescue,secure"
cirrsu,cirrus
abchln,blanch
ceerss,"recess,screes"
aceinp,apneic
eehnrw,wehner
aceinr,carnie
aceins,"casein,incase"
aceint,enatic
ehoprs,"hopers,posher"
binort,briton
aelnrt,"antler,learnt,rental"
aelnru,"neural,unreal"
aelnrs,learns
agijsw,jigsaw
acghin,aching
denptu,punted
binory,briony
ccipru,cupric
aimmno,ammino
bilmps,blimps
adepsy,spayed
dgnosu,sundog
adepsu,paused
adepst,"adepts,pasted"
imnoot,motion
demppu,pumped
eorttu,touter
agmstu,gamuts
adepss,"passed,spades"
ailmsx,smilax
ailmsy,mislay
acdily,acidly
eelopp,people
addort,dotard
eelopr,eloper
ailmss,missal
benrsu,rubens
eehsst,"sheets,theses"
abfglu,bagful
eeginp,peeing
abehlr,herbal
finoty,notify
ceiopr,copier
ceiops,copies
admnuy,maundy
aintvy,vanity
adertv,advert
adertw,warted
adertt,"ratted,tarted,tetrad"
aeenrt,neater
bbhiot,hobbit
elrtty,tetryl
adelry,dearly
abdfor,forbad
aeenrw,weaner
ffhisw,whiffs
depruy,dupery
eikntt,kitten
dgimno,doming
aaccnn,cancan
ahilst,latish
ahilsv,lavish
aenoss,season
eforst,"fetors,forest,fortes,foster,softer"
aenost,atones
eefsss,fesses
hilmsu,mulish
degmsu,"degums,smudge"
aenosx,axones
aeenrr,"earner,nearer"
aeqsuy,queasy
eforsy,foyers
ddiotu,outdid
acklps,placks
eerssu,reuses
llloop,lollop
aaghst,aghast
aegmnt,magnet
cciltu,cultic
anorsw,rowans
ddioty,oddity
aegmnr,"engram,german,manger,ragmen"
aegmns,"gasmen,manges"
gginuy,guying
bdegsu,"budges,debugs"
eilmpp,pimple
beeikl,belike
aknrss,snarks
eekrsw,skewer
eekrsy,rekeys
eefssu,fusees
adelzz,dazzle
llorty,trolly
ahorst,torahs
ehitwy,whitey
aceeip,apiece
cefhlt,fletch
aacltu,actual
aestyy,yeasty
gmnost,mongst
iklnss,slinks
abeggr,beggar
cegino,coigne
aggiww,wigwag
beeerz,breeze
deflot,lofted
deflou,fouled
deflor,"folder,refold"
aeklwy,weakly
bnottu,button
abeggi,baggie
aelryy,"yarely,yearly"
adikko,kodiak
bgooru,burgoo
amprst,tramps
deilwy,"dewily,widely,wieldy"
dhinsu,hindus
delruy,rudely
acknry,cranky
aoqstu,quotas
aginrt,"gratin,rating,taring"
aehnpp,happen
alorsv,valors
eennrt,"rennet,tenner"
aeeiss,easies
efisst,feists
bloott,blotto
aehirz,hazier
cdeeem,emceed
egiprs,gripes
ejkntu,junket
aerrtt,"ratter,tarter"
egipry,gripey
eefgin,feeing
abbeis,babies
cdeeex,exceed
einrtv,invert
cerssu,"curses,cusser,sucres"
adegps,gasped
cdeeer,"decree,recede"
adegpp,gapped
ceknor,"conker,reckon"
chkssu,shucks
bimstu,submit
acfrss,scarfs
deeekr,reeked
acmnor,macron
aehilw,awhile
ellorr,"reroll,roller"
aehilt,halite
aehils,sheila
aehilr,hailer
aginrz,razing
aehiln,inhale
ehikno,honkie
brsstu,bursts
epsstu,"setups,stupes,upsets"
aachns,ashcan
abnrsw,brawns
deeekn,keened
deeekl,keeled
deepru,"perdue,pureed"
aghttu,taught
belmmu,mumble
aaistw,awaits
agggin,gaging
elnttu,nutlet
aceosx,coaxes
aerstw,"rawest,tawers,waster,waters"
elntty,nettly
chirst,christ
abentu,butane
ckoors,crooks
chnssy,synchs
adeftw,wafted
adeftt,fatted
annpsu,unsnap
egrttu,gutter
ennpru,punner
cegnty,cygnet
delstv,veldts
acllsu,callus
bdeilr,bridle
delstu,lusted
flrruy,flurry
addoor,dorado
aeirtw,waiter
hlmoty,thymol
ddejru,judder
delsty,styled
cehkor,"choker,hocker"
aemstt,"mattes,tamest"
aadmms,madams
bdelno,blonde
efrtuu,future
ceosyz,cozeys
bdeill,billed
bdeilm,limbed
bdeiln,bindle
bdeilo,"boiled,bolide"
adegor,dogear
adegos,"dagoes,dosage,seadog"
ahnpss,shnaps
bgmosu,gumbos
alnrxy,larynx
adnoqu,quando
ceinor,"coiner,recoin"
ceinos,"conies,cosine"
ceinot,"noetic,notice"
ceinov,novice
ddmmuu,dumdum
boopty,potboy
eilttv,vittle
eilttt,tittle
ehinrw,whiner
ilsstt,stilts
cerrsu,"curers,curser,recurs"
ddirsu,druids
bhmstu,thumbs
aacilr,racial
aacilp,apical
clmstu,mulcts
ehirss,"hisser,shiers,shires"
elmppu,peplum
bbnnoo,bonbon
hiprst,thrips
acfipy,pacify
beltuu,tubule
gginor,"goring,gringo"
aacill,laical
ddennu,dunned
elssty,"slyest,styles"
aioors,arioso
ddeorr,rodder
aelpry,"parley,pearly,player,replay"
alssvy,sylvas
cehlor,choler
ddeorv,droved
cehlot,clothe
elmouv,volume
adhirs,radish
aimnnt,tinman
aelprs,"lapser,pearls"
aelprt,"palter,plater"
cdjnou,jocund
bblrsu,blurbs
deoort,rooted
aimnno,amnion
deoorv,overdo
deestu,etudes
deestt,"detest,tested"
deoors,rodeos
deestv,"devest,vested"
begglo,boggle
deestz,zested
ellptu,pullet
deoorz,doozer
acelns,"cleans,lances"
acelnr,lancer
acelnu,unlace
aegrrv,graver
aegrru,arguer
aejszz,jazzes
aegrrz,grazer
aegrry,grayer
ceehnt,thence
ehlmos,holmes
ampsst,stamps
adepry,prayed
filoxy,foxily
adeprr,"draper,parred"
adeprs,"drapes,padres,parsed,rasped,spader,spared,spread"
anstxy,syntax
adeprt,"depart,parted,petard,prated"
acelnn,cannel
aefhll,fellah
adfrty,drafty
giimnx,mixing
giimnt,timing
aeflty,"fealty,featly"
aachhl,chalah
giimnp,imping
giimnr,"miring,riming"
eilrvy,"livery,verily"
eeflns,flense
giimnn,mining
aeemmm,mammee
korsst,storks
eeekmr,meeker
aeknow,awoken
ccdeko,cocked
aeknor,korean
eiprty,"pyrite,typier"
deenss,sensed
degioo,goodie
deensu,"endues,ensued"
deenst,"nested,tensed"
deensw,sweden
almsuy,asylum
cfrsuy,scurfy
alostt,totals
bcilms,climbs
celorv,"clover,velcro"
aprrsy,sparry
acccil,calcic
cikrst,tricks
bdeems,embeds
eiprtv,privet
degios,"dogies,geoids"
belrtu,butler
eorrsu,"rouser,sourer"
eorrst,"resort,roster,sorter"
eorrsw,"rowers,worser"
cloopt,coplot
eiknrs,"inkers,sinker"
eloppr,"lopper,propel"
amnrsu,unarms
afilns,finals
belrty,trebly
degimp,gimped
deejkr,jerked
eiostv,soviet
ceiist,"cities,iciest"
bjmosu,jumbos
ersttu,"truest,utters"
eilmss,"slimes,smiles"
bglnoo,oblong
aeprsy,"payers,repays"
dginot,doting
aabdll,ballad
aabdlm,lambda
dehiow,howdie
delowy,yowled
adfgin,fading
aemrrw,"rewarm,warmer"
aanssu,saunas
borttu,turbot
demstu,musted
aciost,"coatis,scotia"
achkwy,whacky
ablrsw,brawls
ablrsu,bursal
acistt,"attics,static"
egoorv,groove
akqrsu,quarks
cinnou,nuncio
eilstv,"livest,vilest"
aelstt,latest
glossy,glossy
cciinz,zincic
eprssu,"purses,supers"
fisstw,swifts
akklsu,kulaks
agghis,haggis
cciinp,picnic
dipstu,stupid
emossu,"mouses,mousse"
aorrsy,rosary
aainpp,papain
eknorw,knower
adeest,"adeste,seated,sedate,teased"
cciino,iconic
adeesv,evades
adeesx,axseed
bbdeei,debbie
bcdeek,"becked,bedeck"
giilnw,wiling
abehss,bashes
eeekrr,reeker
eeekrs,seeker
aehnsy,hyenas
ggitwy,twiggy
aehnst,"athens,hasten,thanes"
aehnsw,whenas
aehnsv,"havens,shaven"
dinopu,unipod
eiknpr,pinker
bloowy,lowboy
hiilpp,philip
aerswx,waxers
ennotw,newton
eiknpu,punkie
aeestt,estate
bdemow,wombed
aceips,apices
fimstu,muftis
giilrv,virgil
cchiln,clinch
cdeefn,fenced
ellnop,pollen
ellnor,enroll
biklns,blinks
crstuy,"crusty,curtsy"
ehkooy,hookey
bemoss,"besoms,emboss"
egilor,logier
ellnoy,lonely
egilop,epilog
ehkoor,hooker
depttu,putted
aeinns,"inanes,insane,sienna"
aciimn,aminic
eeilot,etoile
beffru,"buffer,rebuff"
ennstu,unsent
bemosw,embows
eppptu,puppet
eimnpt,pitmen
eflntu,"fluent,unfelt"
aablny,albany
bdeinn,binned
aanrsy,aryans
hlmpsy,lymphs
aagmnr,ragman
eilorv,oliver
glorsw,growls
deertx,dexter
benorr,reborn
benors,boners
benort,breton
benoru,"bourne,unrobe"
benorz,"bonzer,bronze"
horsst,shorts
abensu,buenas
abenst,absent
ablssy,bassly
deirrs,"derris,driers,riders"
deflux,fluxed
aceess,ceases
elooss,looses
arsttu,rattus
dimosw,wisdom
acnoor,"corona,racoon"
bbemos,bombes
aeelnv,leaven
aeelnt,lateen
elmpru,"lumper,rumple"
ekoprs,pokers
ekoprr,porker
emoprs,"mopers,proems"
beehrw,hebrew
ghlosu,"ghouls,slough"
beeimt,betime
aabehs,habeas
glmsuy,smugly
adhips,aphids
ehisst,"heists,shiest,thesis"
abggiw,bagwig
aacmrt,"amtrac,tarmac"
ehisss,hisses
beehry,hereby
emosss,mosses
aeiipt,taipei
bdello,bolled
alsstu,saults
ainops,pianos
eginnr,ginner
aelppt,lappet
aelppu,papule
aelppr,"lapper,rappel"
ghortw,growth
ailrsw,aswirl
ailrsv,rivals
hmstuy,thymus
bdellu,bulled
ailnty,litany
hiosst,hoists
aelnsv,navels
ddeilo,dildoe
bbeeir,bribee
aglnos,"anglos,logans,slogan"
aablst,"basalt,tablas"
dfoorx,oxford
eefstw,fewest
aablss,balsas
gginvy,gyving
deilnn,linden
adlrsw,drawls
aceeln,enlace
hippsu,uppish
aehrrs,"rasher,sharer"
aceelr,cereal
aehkss,shakes
aceelv,cleave
eefhir,heifer
dghotu,dought
hopssy,hyssop
ijnoru,junior
aglnoo,lagoon
deepss,speeds
aceilm,malice
aelrtt,"latter,rattle"
addhos,hodads
aelrtv,"travel,varlet"
aelrtw,walter
aelrty,"lyrate,realty"
deepsy,speedy
abchnr,branch
erssst,stress
ehoppr,hopper
eiilmr,limier
dehmny,hymned
agimos,amigos
bcikry,bricky
eikoor,rookie
ddegos,dodges
ddegor,dodger
aceilr,"eclair,lacier"
cemost,"comets,comtes"
aceilp,"epical,plaice"
cclosy,cyclos
eginsu,genius
aflost,floats
nnootw,wonton
ejortt,jotter
acirst,racist
acghou,gaucho
efostu,foetus
efostt,oftest
emrttu,mutter
acinot,"action,cation"
aenssu,anuses
acinos,casino
ceipsy,spicey
acinox,"anoxic,axonic"
eimosv,movies
delnuy,nudely
definr,"finder,friend,redfin"
defins,fiends
abbfly,flabby
aegssu,usages
eggjlu,juggle
ilmpry,primly
ddeenv,vended
belmtu,tumble
eggjlo,joggle
ceiors,cosier
hlossy,sloshy
ddeenw,wended
ceiorv,voicer
ceiorw,"cowier,cowrie"
ceiort,erotic
ceiorz,cozier
adefor,fedora
giimmn,miming
berssu,burses
hlosst,sloths
aanstz,stanza
acdelw,clawed
delpru,purled
bnorsw,browns
aeefkr,fakeer
bilmny,nimbly
chkoss,shocks
deinnu,undine
abinrs,"bairns,brains"
cpstuu,cutups
eglmos,golems
abcstu,sacbut
nostty,snotty
imprss,prisms
abinry,"binary,brainy"
imprsu,"primus,purism"
abmrtu,tambur
iknsst,stinks
deinnp,pinned
elnnos,nelson
jnstuu,unjust
eginpp,pigpen
bgiikn,biking
gijlny,jingly
alorsy,royals
adefst,"defats,fasted"
eefnru,unfree
eoprrs,"proser,ropers"
ceesux,excuse
allmow,mallow
eghnou,enough
hhistw,whisht
deklru,lurked
aelotz,zealot
ceortv,"corvet,covert,vector"
aeehhw,heehaw
ceortt,cotter
ceortx,cortex
noopsy,"snoopy,spoony"
eoopps,oppose
eikkoo,kookie
aagllp,plagal
ehirtv,thrive
ehirtw,"whiter,wither,writhe"
ehirtt,"hitter,tither"
fikrss,frisks
achhoo,ahchoo
eisstu,"suites,tissue"
beegru,burgee
eiinpr,pinier
ehirtz,zither
beegrs,grebes
agjnor,jargon
eiloot,oolite
deeeln,needle
ehklwy,whelky
eiloow,woolie
eiloor,oriole
abesst,"basest,basset,bastes,beasts"
acdenr,"craned,dancer,nacred"
afgost,fagots
afgruy,argufy
abeotx,teabox
abesss,basses
eehprs,"herpes,sphere"
acdeno,"canoed,deacon"
acdenn,canned
aegmms,smegma
aegmmr,"gammer,gramme"
dnorsu,rounds
deeelv,leveed
eiqtuy,equity
deeelr,"leered,reeled"
ghilno,holing
ampruw,warmup
bdeeen,bendee
ehosst,"shotes,toshes"
ehossu,houses
ehossv,shoves
addeeh,headed
akmosu,oakums
acdeot,coated
adikmo,mikado
ceipss,"pisces,spices"
aehnrt,anther
eennpr,penner
aerstz,ersatz
aersty,"estray,stayer,yarest"
aeglms,gleams
dnossy,synods
aprsst,"sprats,straps"
emnoor,monroe
aprssy,sprays
eennpy,penney
aefmrs,frames
aefmrr,"farmer,framer"
ceijru,juicer
aelqsu,"equals,squeal"
abbegr,gabber
deorst,"doters,sorted,stored,strode"
belsuy,"bluesy,blueys"
eehnor,hereon
aceisv,cavies
bdehin,behind
eehnox,hexone
ijlsuu,julius
cinorz,zircon
adegrs,grades
adegrr,"grader,regard"
adegru,argued
adegrt,grated
adnrtu,tundra
adegrv,graved
adegry,grayed
eepswy,sweepy
adegrz,grazed
enosxy,onyxes
abbegl,gabble
abeegr,bargee
acintt,intact
aehinw,wahine
aeikrs,kaiser
deginz,zinged
delpsu,pulsed
imnors,minors
aehinr,hernia
cemopt,"coempt,compte"
eirssu,"issuer,sieurs"
filnty,flinty
eirrtt,triter
defgsu,fudges
abcegu,cubage
admnor,"random,rodman"
ikmrss,smirks
nortuu,"outrun,runout"
bdfilo,bifold
bhrssu,shrubs
emoqsu,mosque
aehmns,ashmen
aehmnr,herman
aehmnu,humane
adefry,"defray,frayed"
eeissv,sieves
adefrt,"dafter,farted,rafted"
aeprwy,yawper
airstu,aurist
ehnrsy,henrys
ccilno,clonic
adeekp,peaked
adirzz,izzard
besttu,buttes
gilmnu,"lignum,muling"
einnot,intone
enoprv,proven
ainosw,iowans
orsstu,rousts
abikst,batiks
ddeerw,wedder
adegnw,gnawed
ggglos,gloggs
aeelor,areole
aaqrsu,quasar
ekopsy,pokeys
eefors,forsee
gggloy,goggly
ekopss,spokes
aenntt,tenant
abbcei,cabbie
aehpst,spathe
achijk,hijack
adlors,dorsal
eeinsv,envies
bkoors,brooks
deesst,steeds
ddeosu,doused
ddeost,oddest
ddeosw,dowsed
eeepst,tepees
abclmy,cymbal
ddeoss,dossed
elmott,mottle
aelpss,"lapses,passel,sepals"
elmoty,motley
alssuu,usuals
deeggp,pegged
cmnosy,syncom
aallms,llamas
aelpst,"palest,palets,pastel,petals,plates,pleats,septal,staple"
deeggl,legged
deessu,suedes
deessw,swedes
ccostu,stucco
bchoor,brooch
effgiy,effigy
glnpuu,unplug
fiivvy,vivify
addeev,evaded
eiklrs,likers
aeglpu,plague
ddhios,oddish
aalmru,alarum
alnsvy,sylvan
aestwy,sweaty
achktw,thwack
egillr,"giller,grille"
allpss,spalls
hootty,toothy
defnou,fondue
ahopst,"pathos,potash"
dekloo,looked
aadpst,adapts
aciort,aortic
ainquy,yanqui
adenpt,"panted,pedant,pentad"
bbdetu,tubbed
dggnou,"dugong,gundog"
aclrwy,crawly
beimru,"erbium,imbrue"
ilnosw,wilson
eirrsv,rivers
aehhty,heathy
aelsuv,values
eilpss,"plisse,spiels"
cfiist,fistic
adeggl,lagged
aacimn,"caiman,maniac"
bbdefu,fubbed
aelsux,sexual
eelnps,spleen
bbdefo,fobbed
belnny,blenny
deggiw,wigged
aehltw,wealth
bbdefi,fibbed
degint,tinged
beimrt,"timber,timbre"
aippst,papist
cdelow,cowled
aglnss,slangs
binoss,bisons
aacmny,cayman
aacmnr,carman
adiors,"aroids,radios"
aehirs,ashier
efhils,elfish
aaalms,salaam
ikrsst,skirts
eimors,"isomer,moires"
aaalmy,malaya
elnsxy,lynxes
ceemrr,mercer
adefnn,fanned
acnsty,scanty
ailmrt,mitral
bdeeet,debtee
emoszz,mezzos
aekmny,keyman
knorru,kronur
acilox,oxalic
adefnw,fawned
adhors,hoards
cfrssu,scurfs
acipry,piracy
lmppsu,plumps
eilnuv,unveil
dinoww,window
aaadmr,armada
aflmor,formal
degimr,grimed
knnosw,knowns
aimosx,axioms
aemrrr,marrer
degimt,midget
adeggs,sagged
ennnop,pennon
iilnst,instil
cloors,colors
adilps,plaids
clooru,colour
ooprrt,torpor
cffhuy,chuffy
eiknps,pekins
deikss,kissed
cdeglu,cudgel
alruuv,uvular
gilluy,"gluily,uglily"
cnooty,tycoon
accoos,cocoas
aaipry,apiary
illmpy,limply
afills,flails
aelquz,quezal
beillt,billet
abeqru,barque
amnnno,nonman
amntuu,autumn
beillr,"biller,rebill"
beills,libels
aeilmn,"maline,menial"
degmmu,gummed
aelnsu,unseal
aelnst,latens
ceiisv,civies
cmostu,custom
dehmmu,hummed
ddegnu,"dunged,nudged"
cemors,comers
ahnsty,shanty
iinsst,insist
bdlouy,doubly
abnrtu,turban
aadmru,maraud
achhnu,haunch
deinsy,"disney,sidney"
adirwz,wizard
deinsu,"indues,nudies,undies"
deinsw,widens
beegst,begets
acdeox,coaxed
ceeffo,coffee
ginnos,nosing
ginnot,"noting,toning"
ginnow,owning
abdesu,"abused,daubes"
abdest,basted
aaghmr,graham
bbdeos,sobbed
abestu,beauts
abestt,bettas
dnoors,"donors,rondos"
anorsy,rayons
flnruu,unfurl
ffgino,offing
deeemt,teemed
dehinw,whined
deeemr,redeem
deeems,seemed
acmost,"comsat,mascot"
ahjosu,joshua
eijrsu,juries
aerssv,savers
eefsuz,fuzees
iklnpy,pinkly
eiklrt,"kilter,kirtle"
eehnsy,sheeny
lppruy,purply
noopss,"snoops,spoons"
aeervw,weaver
almors,"molars,morals"
aceeot,coatee
cemrtu,rectum
abmssy,abysms
ailotx,oxtail
aalnss,nasals
ajntuy,jaunty
aellmt,mallet
adimru,radium
aellmy,lamely
deepry,preyed
agimnn,naming
ceefft,effect
hisswy,swishy
iklnps,plinks
agimnt,"mating,taming"
eehnss,sheens
ccirsu,circus
efgoor,forego
agimnr,"arming,margin"
agimns,gamins
loprty,portly
bciksu,buicks
hlstuy,thusly
agimny,maying
agimnz,mazing
