acelprt,plectra
eeilnst,tensile
adeklop,polkaed
adeklos,skoaled
acilrty,clarity
eiimoss,meiosis
acilrtu,curtail
aaccdir,cardiac
aaccdis,cicadas
errstty,tryster
cenrtuy,century
adenruy,unready
ceffhru,chuffer
aceeprr,caperer
bilorst,bristol
ahiiprs,airship
bbemnsu,benumbs
ceioost,cooties
clmosuu,osculum
aaabbkl,kabbala
ioorstu,riotous
ioorstt,risotto
aeeflrw,welfare
deeekln,kneeled
bdemoos,bosomed
cefnosu,confuse
hiopsst,sophist
cefnoss,confess
aanpsst,passant
beeinnz,benzine
aceilmn,melanic
elnottw,townlet
dgiknnu,dunking
bdelrru,blurred
ceflnuy,fluency
eoqrrtu,torquer
cddehor,chorded
cinrstu,incrust
aceilmx,exclaim
aeiprst,"parties,pastier,piaster,piastre,pirates,traipse"
aeiprsw,waspier
acellry,clearly
eeijkrs,jerkies
aeiprss,"aspires,paresis,parises,praises,spireas"
adhmnoo,manhood
acellrr,carrell
acellrs,"callers,cellars,recalls,scleral"
aceilmr,"claimer,miracle,reclaim"
aceilms,malices
aceilmt,climate
adejmor,majored
einortu,routine
adefgln,flanged
adefglo,foldage
adelpst,stapled
eeginps,seeping
bboooos,booboos
adelpsw,dewlaps
adelpsy,splayed
eelmorw,eelworm
lnopstu,plutons
abgilmn,"ambling,blaming,lambing"
elossty,systole
agilnps,"lapsing,palings,sapling"
abgilms,gimbals
aklotuw,"outwalk,walkout"
agilnpw,lapwing
agilnpt,plating
eiilrsx,elixirs
deknosy,donkeys
ehjorss,joshers
elosstu,"lotuses,solutes,tousles"
elosstw,slowest
aanrstt,"rattans,tantras,tartans"
aimoprx,proxima
aenrstv,"servant,taverns,versant"
cersssu,cussers
dddeeir,derided
hinnnsu,nunnish
aanrstz,tarzans
deillsw,swilled
aeehirv,heavier
ddikoos,skiddoo
eorrstt,"retorts,rotters"
eorrstu,"rouster,routers,tourers,trouser"
aacinnt,cantina
bceefin,benefic
cdeikru,duckier
egoostu,outgoes
eloosst,loosest
cdeikrs,dickers
cdeikrr,derrick
aagimnz,amazing
cehmoss,schmoes
ahpstuz,hutzpas
eiprrst,striper
ceekosy,sockeye
adeiinr,denarii
ehorrtw,thrower
bnorstu,burtons
eiprrsu,"pursier,upriser"
ccfiruy,crucify
beeilrv,verbile
cehmnsu,munches
ehmnttu,hutment
eefrrsu,refuser
ekklrsu,skulker
einnorv,environ
eilmpps,pimples
aabeior,aerobia
belmmsu,mumbles
aeelstx,latexes
abeelrt,bleater
acffltu,factful
adeimmr,mermaid
abehins,banshie
aeelstz,"teazels,teazles"
giiinrs,irising
deelotw,toweled
aaeltvv,valvate
aehllst,lethals
deeehst,"seethed,sheeted"
deensst,densest
aeefrwy,freeway
agiimor,origami
ceippst,peptics
defirtt,fritted
agilorw,airglow
agilors,"girasol,glorias"
abeghns,shebang
aehmmss,shammes
eehorst,heteros
deertux,extrude
eflrssu,furless
gimnorw,worming
bcdeios,bodices
dimnosu,dominus
biilrsy,risibly
bdfiior,fibroid
aeistwx,waxiest
cefflsu,scuffle
einoozz,ozonize
defhlsu,flushed
addeinr,"dandier,drained"
addeins,dandies
addeinu,unaided
addeinv,invaded
aaegnrt,tanager
addeino,adenoid
dddeiks,skidded
giilnpp,lipping
abinrtv,vibrant
gginttu,gutting
ceepstx,"excepts,expects"
eesttuz,suzette
deenops,spondee
aaddgnr,grandad
cehnpst,pschent
cehnpsu,punches
cioprty,cypriot
kllmosu,mollusk
aeilotv,violate
abeirux,exurbia
aallpps,appalls
eelprsy,"presley,yelpers"
eelprst,"pelters,petrels"
eelprsu,repulse
aallppy,papally
alprswy,sprawly
afhloty,hayloft
aehpprw,whapper
aaggiln,ganglia
abfhist,batfish
hinnost,tonnish
giimmnr,rimming
aegottv,gavotte
abepstu,upbeats
acdiity,acidity
aloqrsu,squalor
fgginuu,fuguing
efgiorv,forgive
eghiiln,heiling
ccdeesu,succeed
fginrtu,turfing
aorrswy,yarrows
abbciis,bibasic
cdiilmo,domicil
dinpstu,pundits
defloru,floured
ahimpsv,vampish
ehilsst,hitless
ahimpss,mishaps
deflors,"folders,refolds"
aeelptu,epaulet
aacemmr,macrame
acehlrs,"charles,clasher,larches"
chillmu,chillum
gilnott,lotting
gilnotu,louting
aeeggru,regauge
aefklrs,flakers
eimmmos,mommies
acehlry,charley
eefgilt,gefilte
beefirr,briefer
beefirs,frisbee
eglnssu,"gunless,gunsels"
eikpprs,"kippers,skipper"
behiknt,bethink
acelopu,copulae
acelopt,polecat
ailmnpt,implant
elmppru,plumper
eefgiln,"feeling,fleeing"
accopty,copycat
einrsuw,unwiser
eginorz,zeroing
amnoopp,pompano
denopsu,unposed
eginors,"ignores,regions,signore"
eginorr,ignorer
aceoprx,praecox
ainprss,sprains
chinosu,cushion
chinost,chitons
adeehls,leashed
ainprst,spirant
abdemru,"bermuda,rumbaed"
elostuz,touzles
denrssy,dryness
egillrr,griller
egillrs,"gillers,grilles"
adeehlx,exhaled
cnoosty,tycoons
bgiinnr,brining
ccnooos,cocoons
egijntt,jetting
ccertuw,crewcut
agiintw,waiting
deelopx,explode
addeltw,twaddle
bfiorsu,fibrous
aginnpp,napping
abdilwy,bawdily
deelopr,deplore
eeikmnp,pikemen
cilnosu,uncoils
accdeer,acceder
accdees,accedes
oorrssw,sorrows
aeisssz,assizes
efiilms,misfile
efiilmr,filmier
amnnquu,nunquam
aeissss,sassies
aeisssu,aussies
beglost,goblets
beglosw,bowlegs
delnoru,roundel
aaelmpt,palmate
anorsty,aroynts
aablrtu,tabular
elmnost,meltons
aablrty,ratably
aabgint,abating
aabgins,abasing
aabginr,bargain
eehmpst,tempehs
abegiln,belgian
eepprst,stepper
ccdeikr,cricked
aeilnpr,"plainer,praline"
aeilnps,"alpines,spaniel"
anprstu,unstrap
aeilnpx,explain
agiintx,taxiing
ceeenss,essence
adflnsy,sandfly
deilmwy,mildewy
aehkpsu,shakeup
deeemrt,"demeter,metered"
abegilr,gabriel
alprssw,sprawls
ehiinns,hinnies
afklntu,tankful
ddenouw,wounded
beehirr,herbier
cmmnoos,commons
cdehhtu,hutched
cefklot,fetlock
accehin,chicane
accehil,chalice
aeipprs,"apprise,sappier"
aimnpsy,paynims
adeghir,hagride
aeipprz,apprize
aabnnsy,banyans
cdhilly,childly
aellnpy,penally
aisssst,assists
eeelsty,eyelets
eeelstx,telexes
efnoruz,unfroze
aeelopx,poleaxe
ceeklps,speckle
eeeefrr,referee
agiilns,sailing
ainnost,"anoints,nations,onanist"
abceilt,citable
agiilnr,"lairing,railing"
eiilmst,"elitism,limiest"
ghiprtu,upright
ceiprrs,"crisper,pricers"
aeknppr,knapper
ggggiin,gigging
chmoosy,smoochy
agiilnw,wailing
einoosz,ozonise
agiilnv,"vailing,vialing"
adginps,spading
abiilty,ability
deeehlw,"wheedle,wheeled"
fggginu,fugging
dddeiiv,divided
cffrssu,scruffs
ijlmpuy,jumpily
bdeeist,betides
illosuv,villous
acdekor,croaked
deenorw,"endower,reendow"
bglrsuu,bulgurs
deenors,endorse
acinnst,stannic
eefilrs,"ferlies,refiles,reliefs"
eefilrt,fertile
egnorss,engross
adeggst,gadgets
aciinno,anionic
cemnosu,consume
aaabiln,albania
enorstt,stentor
enorstu,"tenours,tonsure"
inqstuy,squinty
aegnrty,agentry
fgggino,fogging
aabimnz,zambian
adikost,dakoits
egnorst,tongers
afissty,satisfy
addegrs,gadders
ajloppy,jaloppy
cciklow,cowlick
cehpssy,psyches
aloprsu,parlous
dlopruy,proudly
ehnosst,hotness
deesttt,stetted
iinnops,pinions
ghhhist,highths
aeiklrt,talkier
acefotu,outface
aegprry,grapery
einoqux,equinox
delorss,"rodless,solders"
delorst,oldster
abiinrt,britain
eklrssu,sulkers
aegprrs,grasper
abimoss,biomass
cdehknu,chunked
acdiirt,triadic
aeilmty,meatily
dhorxyy,hydroxy
aaegmnt,"gateman,magenta,magnate"
aaegmnr,manager
aaegmns,manages
fginrru,furring
aaarstv,avatars
aeiirst,airiest
egiortv,vertigo
aehlmrt,thermal
aehlmru,humeral
eiiimpr,imperii
dloootw,woodlot
dinossw,disowns
afghint,hafting
ccosstu,stuccos
bddeisu,buddies
filnnuy,funnily
bemstuw,stewbum
deghilt,"delight,lighted"
cdeikms,medicks
ceiostv,costive
ceiostw,cowiest
accerrs,scarcer
ciloopt,copilot
ceiostz,coziest
ceiostx,"coexist,exotics"
abensst,absents
eginttv,vetting
eginttw,wetting
celmpru,crumple
aeegprs,presage
cilmoos,locoism
beelsss,blesses
eiimmst,mistime
achorrs,charros
beelssw,webless
degilnn,lending
dgilopy,podgily
aabdelt,"ablated,datable"
degilns,"dingles,engilds,singled"
degilnt,"glinted,tingled"
degilnu,"dueling,eluding,indulge"
degilnv,delving
degilnw,welding
aacefrs,carafes
aacefrr,carfare
ddeelsu,deludes
abenrux,exurban
bdeikln,blinked
iilrtyz,ritzily
agmorru,urogram
eeinops,peonies
ceehils,"helices,lichees"
ehkoosy,hookeys
adiilnv,invalid
ceehilv,vehicle
aeijlrs,jailers
eeilmpx,exempli
bdeiklu,budlike
mnosttu,muttons
eegilst,elegist
ahortty,throaty
acilrvy,vicarly
cdeffio,coiffed
efilnox,flexion
aenssst,assents
agglosw,glasgow
imorsst,missort
cekoory,cookery
ceeinst,entices
ceeinsv,evinces
aaacssv,"casavas,cassava"
cekoors,"cookers,recooks"
abhiint,inhabit
behinst,henbits
aegimpr,epigram
ehosttt,hottest
adhilsy,"ladyish,shadily"
ggilmuy,muggily
eiknosv,invokes
cdinssy,syndics
eiknoss,kenosis
aeennrx,reannex
dehoppw,whopped
deghnot,thonged
aeennrs,ensnare
flootuw,outflow
ddeeist,teddies
ginnpru,pruning
aelpstu,pulsate
beelrss,blesser
acchotw,choctaw
adenprr,pardner
ccinory,cryonic
adenprw,"prawned,predawn"
dddeilp,piddled
deffilr,riffled
eeirrvv,reviver
deffilp,piffled
adepstt,spatted
aelnnpr,planner
cehkkru,chukker
almnors,normals
giorsuv,vigours
abdeknu,unbaked
aehlrty,"earthly,lathery"
aacdiju,judaica
fggiint,gifting
abggiit,gigabit
almnory,almonry
ddilnrs,dirndls
emrstyy,mystery
ghipttu,uptight
accnotu,account
accnott,contact
adehllo,halloed
deelpst,pestled
eillstw,willets
acimttu,citatum
alnoopt,platoon
aegostw,"stowage,towages"
aainosx,anoxias
aegostu,outages
aaddden,addenda
deopstu,spouted
cdeikpr,pricked
dehllou,hulloed
adehopt,pothead
bejkoux,jukebox
adehopx,hexapod
cegilln,celling
bbdegru,grubbed
hnoostu,houston
adeiils,"dailies,liaised"
adeiilr,deliria
ceghoru,cougher
aaelntt,tetanal
cdinosy,synodic
eeeflss,feeless
deoopst,stooped
deoopsw,swooped
eiorsst,"rosiest,sorties,stories"
eiorssu,serious
eiorssx,xerosis
eiorssz,seizors
deekkrt,trekked
deilpss,dispels
acceeln,cenacle
abeelpt,beleapt
aeeglry,eagerly
eoqrstu,"questor,quoters,torques"
abeelps,beleaps
cdimnoo,monodic
abehlnt,benthal
bbchisu,cubbish
abchhii,hibachi
aehrtwy,wreathy
aeeglrz,reglaze
adiilst,dialist
dhkorsy,droshky
giklnoo,looking
eersstw,westers
aaagmnr,anagram
eersstt,"retests,setters,streets,tersest,testers"
inqsstu,squints
beimpru,bumpier
egilssw,wigless
ddegklu,kludged
aailrwy,railway
adelnrs,"darnels,landers,slander,snarled"
acellos,locales
adelnru,launder
aabdimr,barmaid
adefflr,raffled
acgilrs,garlics
ceenrsy,scenery
cerstuv,curvets
acinotu,"auction,caution"
addginp,padding
agiknny,yanking
ceenrss,"censers,screens"
ceenrsu,censure
ceenrst,"centers,centers,centres"
ailnsty,"nastily,saintly"
eglorss,"glosser,regloss"
eimorss,"isomers,mossier"
eglorsw,glowers
eglorsv,"glovers,grovels"
deeiqru,queried
effgrru,gruffer
abeiinr,iberian
aaappsy,papayas
beloopr,blooper
abeiinn,biennia
aellory,loyaler
adehnrs,hardens
defloor,"flooder,floored"
ehisttw,"wettish,whitest"
aellorv,"allover,overall"
lmnooos,solomon
accilmu,calcium
ginnotw,wonting
ceoosty,coyotes
eiimprs,pismire
abiklmn,lambkin
aemnnsw,newsman
accilmo,comical
agiknnr,"narking,ranking"
aegorrt,garrote
glnottu,glutton
chintyz,chintzy
aaddist,dadaist
deklnru,knurled
dehikrs,shirked
eemnnsw,newsmen
eggimru,muggier
adehmnr,herdman
beggiis,biggies
deepruv,prevued
cegiinp,piecing
adeekwy,weekday
aegmnrs,"engrams,germans,mangers"
cijnnoo,conjoin
aeknrsw,swanker
aegmnrt,"garment,margent"
ggginor,gorging
ggginot,togging
ggginou,gouging
agnorrt,grantor
aillmot,maillot
cdelmtu,mulcted
ceiinrt,"citrine,inciter"
emoqssu,mosques
ceirssv,scrives
bdeglru,burgled
aceijks,jackies
aailluv,alluvia
beeimst,betimes
deflopp,flopped
acehlpy,cheaply
dinoors,indoors
aillnst,install
acehlps,chapels
cenopru,pouncer
eefginr,"feigner,freeing,reefing"
eeefnrv,enfever
cdiiiot,idiotic
eggsstu,suggest
aemrrry,remarry
eefmnrt,ferment
aelnppr,preplan
defnost,fondest
defnosu,fondues
aelnppy,playpen
aemrrrs,marrers
cekprsu,puckers
aafghns,afghans
deennpt,pendent
ceefirr,fiercer
eikllnw,inkwell
aeinqtu,antique
aellmsu,malleus
aellmst,mallets
cchkpuu,upchuck
eirtttw,twitter
adeehnv,havened
gimnssu,"musings,mussing"
adeehnn,hennaed
cekkops,kopecks
abeekrs,beakers
abeekrr,breaker
bbilnoy,nobbily
aeehhrt,heather
afggost,faggots
aahinpr,piranha
adhiors,hairdos
ellnops,pollens
aacdenz,cadenza
eeelnsv,elevens
accdeko,cockade
accdekl,"cackled,clacked"
aeemprs,amperes
ahilpsy,apishly
deiiprt,riptide
agintxy,taxying
moopstt,topmost
aaacdmm,macadam
bdiknos,bodkins
deelovv,"devolve,evolved"
aclrsty,crystal
bdgoosy,goodbys
ccdeehk,checked
aachlnt,canthal
aehisvy,yeshiva
cddeeii,deicide
eorsuvy,voyeurs
gilnost,tiglons
fiirtvy,vitrify
cddeeis,decides
cddeeir,"decider,decried"
ccehkpu,checkup
acgiknp,packing
eemsttu,musette
acgikns,"casking,sacking"
cehiisv,"chivies,vichies"
aegnosy,nosegay
adenopr,"operand,padrone"
adenopt,notepad
cersttu,"curtest,cutters"
achnpuy,paunchy
bdiostu,outbids
eeehlrs,"heelers,reheels"
adgghno,hangdog
himoors,moorish
acioprs,"picaros,prosaic"
eerstvv,vervets
chiklty,thickly
eenrrty,reentry
abeimrr,barmier
agilnry,angrily
cdeeeiv,deceive
blootuw,blowout
ahimrsw,warmish
einrstt,"stinter,tinters"
ciopsty,copyist
efklmno,menfolk
eeegrsz,geezers
acdehtw,watched
abcdeht,batched
abcdehu,debauch
aalrsst,"astrals,tarsals"
bbelnsy,nybbles
ghimnsu,mushing
aeglrru,regular
elossvw,vowless
abcemrs,cambers
adelopr,"leopard,paroled"
adelops,deposal
bjnooru,bonjour
acdertt,detract
acdertu,traduce
anorrsw,narrows
afmorst,formats
diiorsv,divisor
aelmnor,almoner
beennst,bennets
bddimoy,midbody
ehrsttu,shutter
eeiopss,poesies
anrsttu,truants
elllors,lollers
anrstty,tyrants
abghint,bathing
aghhosw,hogwash
abghins,bashing
dehoosw,wooshed
eegnssu,"genuses,neguses"
cdekost,"dockets,stocked"
befilry,briefly
aeepsss,asepses
aeepsst,pesetas
abemort,bromate
hilossw,slowish
hilnpst,plinths
delopps,slopped
deloppr,doppler
deloppp,plopped
ehmnosw,showmen
befilrt,filbert
eeirsuz,seizure
eggijls,jiggles
alnstuw,walnuts
dilorwy,"rowdily,wordily"
dhoooos,hoodoos
bilrsty,bristly
deehlmw,whelmed
enssstu,sunsets
bbeeees,beebees
ceprrsu,sprucer
eikkoor,kookier
aefilmr,flamier
hinppsu,pushpin
ceprssy,cypress
agillmu,gallium
aefilmn,inflame
abdegos,bodegas
adirsty,satyrid
ilnopps,poplins
blnoorw,lowborn
cehilmy,chimley
deeimss,demises
billowy,billowy
aailnot,laotian
aaffrsy,affrays
ghiilln,hilling
cfiinyz,zincify
eefhrrs,"fresher,refresh"
beinosz,bizones
eefhrru,fuehrer
abbcelr,clabber
cdeoorv,vocoder
deelnst,nestled
beinost,boniest
ehiopss,sophies
beinosv,bovines
ahhsuzz,huzzahs
ehimprw,whimper
cdehnsy,synched
cenoruv,uncover
eoorrst,"rooster,rooters,toreros"
abcklly,blackly
aacflrt,flatcar
aelssvy,slaveys
abdeoot,tabooed
cdddelo,coddled
elmnoow,woolmen
efgnoor,forgone
degrstu,trudges
aaglnsu,lagunas
gijlnot,jolting
abegmor,embargo
abdinrs,ribands
afllosw,fallows
agikmnr,marking
agikmns,"makings,masking"
deinprt,printed
deioprt,"diopter,dioptre,peridot"
deeiprv,deprive
ddeeloy,yodeled
abenrst,banters
deioprs,periods
eeiprvw,preview
aacegrt,cartage
aeeilmr,mealier
aeeilms,mealies
allootx,axolotl
bhiirst,british
ellmnsu,mullens
cenoorr,"coroner,crooner"
bbgilno,lobbing
eeeqrru,queerer
amnorrs,marrons
eeffint,fifteen
abefory,forebay
aalosvw,avowals
ahloops,hooplas
ahloopw,whoopla
elrsttu,turtles
eeirrsw,rewires
eeirrsv,"reivers,reviser"
eeirrst,"retires,retries"
aeilmor,loamier
abeilns,lesbian
abeilnp,"biplane,plebian"
aagnopr,paragon
beflmru,fumbler
dinosww,windows
aiimnsz,naziism
ddeghit,dighted
hilpsuy,pushily
iilnsst,instils
cegorry,grocery
dehloot,toehold
cegorrs,grocers
dehnotz,dozenth
ddeimsu,muddies
eeilmnn,linemen
beorssw,browses
chimmor,microhm
beorsst,"sorbets,strobes"
eelnsst,"nestles,netless"
akorrww,warwork
eekkrrt,trekker
efhlopu,hopeful
aceegns,encages
abdrstu,bustard
cciilns,clinics
belmrtu,"tumbler,tumbrel"
ceiknrs,"nickers,snicker"
aelnpss,napless
cehoruv,voucher
aegrsst,stagers
cefirty,"certify,rectify"
belmrty,trembly
aberruv,bravure
ehkrssu,huskers
efggior,foggier
eilmpry,primely
aclrssw,scrawls
dfiltuu,dutiful
eilmprs,"limpers,prelims,simpler"
eioprss,poisers
eilmpru,"lumpier,plumier"
aceilor,"calorie,cariole"
cegnors,congers
ehinrss,"shiners,shrines"
ehinrst,hinters
ackmott,mattock
ehinrsw,whiners
cegnory,cryogen
efllstu,fullest
aemrstu,matures
aemrstt,"matters,smatter"
gilstuy,gustily
cdempru,crumped
cdeostu,scouted
aegilos,"goalies,soilage"
aegilou,eulogia
bcdeiio,biocide
aeenrrt,terrane
acimpst,impacts
eejlrwy,jewelry
aaeimtv,amative
giinrsw,wirings
afiilrt,airlift
acchims,chasmic
abeenry,beanery
acdelrr,cradler
agiimmn,maiming
acdelrw,crawled
ilopsst,pistols
einortt,tritone
hinorsu,nourish
acdemps,"decamps,scamped"
acdempr,cramped
eioprsu,soupier
bghinsu,bushing
bchorst,borscht
fiilnot,tinfoil
egginry,"gingery,greying"
aefgort,fagoter
deffhiw,whiffed
aefgorv,forgave
ahlprsy,sharply
aefgors,forages
aefgorr,forager
aabills,labials
egginrs,"gingers,niggers,serging,snigger"
cehlpss,schleps
abikstt,battiks
aeerrtt,"retreat,treater"
cdeeooy,cooeyed
eiikrrs,riskier
ffnortu,turnoff
beelnno,ennoble
emoppst,moppets
deprstu,spurted
aeenrry,yearner
aacfint,fanatic
aacfinr,african
fikllsu,skilful
bbeilqu,quibble
eilpstt,spittle
deeistx,existed
ceeilps,eclipse
aacgilm,magical
cchikst,schtick
aefglnr,flanger
aefglns,flanges
acdenns,scanned
aillrvy,virally
eglprsu,"gulpers,splurge"
aglloot,galloot
deikosy,disyoke
ellowyy,yellowy
acmostt,tomcats
ciiillt,illicit
aeilrvv,revival
aafmnst,fantasm
cimosst,"cosmist,sitcoms"
cdeessu,seduces
acimsst,"mastics,miscast"
bnnrtuu,unburnt
acillms,miscall
aillmsu,alliums
aeilrss,"airless,sailers,serials"
aaeilrs,aerials
cgiknor,"corking,rocking"
deeffin,effendi
eennoru,neurone
aceortx,exactor
eggorrs,gorgers
acehrty,yachter
acehrtw,watcher
aabddel,addable
aceortv,overact
eggorry,gregory
aepprst,tappers
eimmnsu,immunes
aabdder,abraded
klrstuu,kulturs
aabcelp,capable
lnrtuuy,untruly
eeoprrv,reprove
efggiru,fuggier
ceiilst,elicits
aiillnv,villain
efiloss,flossie
eiklory,yolkier
dgilruy,guildry
filloty,loftily
eijllor,jollier
acdekqu,quacked
aeinppp,panpipe
ceeprss,precess
aeinppr,nappier
aeinpps,"nappies,pinesap"
aehmrrs,harmers
deeimtt,emitted
allqsuy,squally
aaceimn,anaemic
cdeoost,scooted
degmnoo,goodmen
aegilrs,algiers
aegilrr,glarier
adfhlnu,handful
aaceimr,america
ellosvy,volleys
fhinrsu,furnish
cnnortu,nocturn
adklmru,mudlark
aciknpy,panicky
acginrv,"carving,craving"
abeilsy,baileys
abceirz,zebraic
addilmn,midland
abeilsz,sizable
eflmsuu,museful
adejrru,adjurer
aeilmrr,marlier
aeilmrt,maltier
abeilsw,bewails
aelmmrt,trammel
eeenpsx,expense
acdegln,"clanged,glanced"
aeemptu,amputee
acilnsu,uncials
aaceirv,"avarice,caviare"
cdeopru,produce
eeenpss,pensees
eeenpst,steepen
cellrsu,"cullers,sculler"
deggglo,goggled
beilstu,subtile
fhlrtuu,hurtful
bcenosu,bounces
beilstz,blitzes
adehlps,plashed
elnnstu,tunnels
aainnru,uranian
gilnopp,lopping
eeglmsu,legumes
gilnops,sloping
gilnopu,louping
aeflrtu,tearful
aeflrtt,flatter
gilnopy,ploying
egilors,glories
acnnost,cantons
afgggin,fagging
acelnvy,valency
beefint,benefit
allnoyz,zonally
aceloty,acolyte
denprsu,spurned
acelott,calotte
ipsssty,stypsis
acnnosy,canyons
ceiklnr,"clinker,crinkle"
deelmrs,melders
deghist,sighted
aginntw,wanting
allostw,tallows
egkmssu,muskegs
ceefhir,chiefer
ceikprs,pickers
agllops,gallops
aacersu,caesura
ceeffst,effects
cdhilos,coldish
aforsuv,favours
bgoorsu,burgoos
fgiinsx,fixings
eefllrs,fellers
fgiinst,"fisting,sifting"
cfmoort,comfort
eefllru,fueller
insttuw,untwist
gijnttu,jutting
aaennnt,antenna
eiimrst,"miriest,mistier,rimiest"
aeiilss,"liaises,silesia"
aeiilst,laities
aaeilms,malaise
aabdrrw,drawbar
acchptu,catchup
aaeilmn,laminae
aiknnps,napkins
cooprrt,proctor
eeopstu,toupees
acfinot,faction
aeekrrw,wreaker
aeekrrt,retaker
aegllot,tollage
adeimrs,"admires,misread,sidearm"
aegllor,allegro
biiikns,bikinis
doooosv,voodoos
abehitu,habitue
ahilsty,hastily
aejmsst,jetsams
cgimnos,comings
cgimnop,comping
adegghs,shagged
mooppsu,pompous
ddilowy,dowdily
bekoors,bookers
aadnopr,pandora
begmnoy,bogymen
aelnssx,laxness
efilrtu,flutier
efilrtt,flitter
aelnssu,"sensual,unseals"
eiloptx,exploit
eknoruy,younker
aceirsv,viscera
aabelrs,arables
aabelrt,"alberta,ratable"
iinottu,"intuito,tuition"
dhimopr,dimorph
fgiinns,finings
bffnoou,buffoon
aiprrtt,tripart
aailmrt,"marital,martial"
aacdhnr,handcar
fgiinnn,finning
acdddeu,adduced
aelnruv,"unravel,venular"
agijssw,jigsaws
eioostz,ooziest
eeinsst,sestine
efrsssu,fussers
eioostt,tootsie
bejloss,jobless
aehrsvw,wharves
eghilnt,lighten
eghilnv,helving
bdefflu,bluffed
eghilnp,helping
befgiru,firebug
eghilns,"english,shingle"
